index,pcd_file,pose_file,point_count,pose_frame_id,pose_stamp_sec,pose_stamp_nanosec,cloud_frame_id,cloud_stamp_sec,cloud_stamp_nanosec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0,sample_000.pcd,sample_000_pose.json,1706,base_link,1780493515,809122758,base_link,1780493515,812032595,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
1,sample_001.pcd,sample_001_pose.json,1712,base_link,1780493515,809122758,base_link,1780493515,963783922,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
2,sample_002.pcd,sample_002_pose.json,1707,base_link,1780493515,809122758,base_link,1780493516,212359019,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
3,sample_003.pcd,sample_003_pose.json,1711,base_link,1780493515,809122758,base_link,1780493516,412449930,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
4,sample_004.pcd,sample_004_pose.json,1702,base_link,1780493515,809122758,base_link,1780493516,737805811,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
5,sample_005.pcd,sample_005_pose.json,1701,base_link,1780493515,809122758,base_link,1780493516,993016317,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
6,sample_006.pcd,sample_006_pose.json,1709,base_link,1780493515,809122758,base_link,1780493517,143998196,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
7,sample_007.pcd,sample_007_pose.json,1703,base_link,1780493515,809122758,base_link,1780493517,293808812,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
8,sample_008.pcd,sample_008_pose.json,1700,base_link,1780493515,809122758,base_link,1780493517,447175776,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
9,sample_009.pcd,sample_009_pose.json,1707,base_link,1780493515,809122758,base_link,1780493517,813214003,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
10,sample_010.pcd,sample_010_pose.json,1708,base_link,1780493515,809122758,base_link,1780493518,31435961,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
11,sample_011.pcd,sample_011_pose.json,1713,base_link,1780493515,809122758,base_link,1780493518,284610105,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
12,sample_012.pcd,sample_012_pose.json,1706,base_link,1780493515,809122758,base_link,1780493518,490842049,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
13,sample_013.pcd,sample_013_pose.json,1721,base_link,1780493515,809122758,base_link,1780493518,732054566,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
14,sample_014.pcd,sample_014_pose.json,1715,base_link,1780493515,809122758,base_link,1780493518,937161187,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
15,sample_015.pcd,sample_015_pose.json,1705,base_link,1780493515,809122758,base_link,1780493519,235868527,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
16,sample_016.pcd,sample_016_pose.json,1704,base_link,1780493515,809122758,base_link,1780493519,520491763,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
17,sample_017.pcd,sample_017_pose.json,1705,base_link,1780493515,809122758,base_link,1780493519,845264101,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
18,sample_018.pcd,sample_018_pose.json,1731,base_link,1780493515,809122758,base_link,1780493520,61662801,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
19,sample_019.pcd,sample_019_pose.json,1712,base_link,1780493515,809122758,base_link,1780493520,275142525,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
20,sample_020.pcd,sample_020_pose.json,1709,base_link,1780493515,809122758,base_link,1780493520,453890364,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
21,sample_021.pcd,sample_021_pose.json,1704,base_link,1780493515,809122758,base_link,1780493520,649979728,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
22,sample_022.pcd,sample_022_pose.json,1705,base_link,1780493515,809122758,base_link,1780493520,827574238,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
23,sample_023.pcd,sample_023_pose.json,1702,base_link,1780493515,809122758,base_link,1780493521,100276029,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
24,sample_024.pcd,sample_024_pose.json,1707,base_link,1780493515,809122758,base_link,1780493521,305827273,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
25,sample_025.pcd,sample_025_pose.json,1711,base_link,1780493515,809122758,base_link,1780493521,467288644,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
26,sample_026.pcd,sample_026_pose.json,1707,base_link,1780493515,809122758,base_link,1780493521,857346480,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
27,sample_027.pcd,sample_027_pose.json,1692,base_link,1780493515,809122758,base_link,1780493522,122765097,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
28,sample_028.pcd,sample_028_pose.json,1702,base_link,1780493515,809122758,base_link,1780493522,438292901,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
29,sample_029.pcd,sample_029_pose.json,1716,base_link,1780493515,809122758,base_link,1780493522,644587809,0.4953533953807538,-0.021360532395241216,0.8028695569166536,0.0,0.0,0.0,1.0
