index,pcd_file,pose_file,point_count,pose_frame_id,pose_stamp_sec,pose_stamp_nanosec,cloud_frame_id,cloud_stamp_sec,cloud_stamp_nanosec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0,sample_000.pcd,sample_000_pose.json,12289,base_link,1780494968,873773302,base_link,1780494968,927174247,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
1,sample_001.pcd,sample_001_pose.json,12251,base_link,1780494968,873773302,base_link,1780494969,387301014,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
2,sample_002.pcd,sample_002_pose.json,12327,base_link,1780494968,873773302,base_link,1780494969,860798634,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
3,sample_003.pcd,sample_003_pose.json,12191,base_link,1780494968,873773302,base_link,1780494970,422564284,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
4,sample_004.pcd,sample_004_pose.json,12337,base_link,1780494968,873773302,base_link,1780494971,284153192,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
5,sample_005.pcd,sample_005_pose.json,12326,base_link,1780494968,873773302,base_link,1780494971,703400404,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
6,sample_006.pcd,sample_006_pose.json,12187,base_link,1780494968,873773302,base_link,1780494972,690340814,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
7,sample_007.pcd,sample_007_pose.json,12277,base_link,1780494968,873773302,base_link,1780494972,966221097,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
8,sample_008.pcd,sample_008_pose.json,12295,base_link,1780494973,940500492,base_link,1780494973,946220502,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
9,sample_009.pcd,sample_009_pose.json,12266,base_link,1780494973,940500492,base_link,1780494974,516955476,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
10,sample_010.pcd,sample_010_pose.json,12290,base_link,1780494973,940500492,base_link,1780494975,64631142,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
11,sample_011.pcd,sample_011_pose.json,12176,base_link,1780494973,940500492,base_link,1780494975,516913860,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
12,sample_012.pcd,sample_012_pose.json,12310,base_link,1780494973,940500492,base_link,1780494975,897897542,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
13,sample_013.pcd,sample_013_pose.json,12354,base_link,1780494973,940500492,base_link,1780494976,320080634,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
14,sample_014.pcd,sample_014_pose.json,12202,base_link,1780494973,940500492,base_link,1780494976,806717593,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
15,sample_015.pcd,sample_015_pose.json,12324,base_link,1780494973,940500492,base_link,1780494977,146306198,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
16,sample_016.pcd,sample_016_pose.json,12285,base_link,1780494973,940500492,base_link,1780494977,473570380,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
17,sample_017.pcd,sample_017_pose.json,12275,base_link,1780494973,940500492,base_link,1780494977,986564771,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
18,sample_018.pcd,sample_018_pose.json,12286,base_link,1780494973,940500492,base_link,1780494978,486143495,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
19,sample_019.pcd,sample_019_pose.json,12314,base_link,1780494973,940500492,base_link,1780494978,942688562,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
20,sample_020.pcd,sample_020_pose.json,12332,base_link,1780494973,940500492,base_link,1780494979,374010731,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
21,sample_021.pcd,sample_021_pose.json,12235,base_link,1780494973,940500492,base_link,1780494980,261183736,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
22,sample_022.pcd,sample_022_pose.json,12244,base_link,1780494973,940500492,base_link,1780494980,684241252,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
23,sample_023.pcd,sample_023_pose.json,12230,base_link,1780494973,940500492,base_link,1780494981,130225607,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
24,sample_024.pcd,sample_024_pose.json,12275,base_link,1780494973,940500492,base_link,1780494981,876098721,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
25,sample_025.pcd,sample_025_pose.json,12262,base_link,1780494973,940500492,base_link,1780494982,225659799,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
26,sample_026.pcd,sample_026_pose.json,12357,base_link,1780494973,940500492,base_link,1780494982,527740567,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
27,sample_027.pcd,sample_027_pose.json,12337,base_link,1780494973,940500492,base_link,1780494982,927462138,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
28,sample_028.pcd,sample_028_pose.json,12222,base_link,1780494973,940500492,base_link,1780494983,221669443,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
29,sample_029.pcd,sample_029_pose.json,12281,base_link,1780494973,940500492,base_link,1780494983,606018903,0.5089380425040085,0.07970560372372881,0.8041917765465179,0.0,0.0,0.0,1.0
