index,pcd_file,pose_file,point_count,pose_frame_id,pose_stamp_sec,pose_stamp_nanosec,cloud_frame_id,cloud_stamp_sec,cloud_stamp_nanosec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0,sample_000.pcd,sample_000_pose.json,23204,base_link,1780411492,598503800,base_link,1780411492,571318434,0.562646435801504,-0.11660066968482044,0.8562345699847691,0.0,0.0,0.0,1.0
1,sample_001.pcd,sample_001_pose.json,31569,base_link,1780411492,746501845,base_link,1780411493,3048465,0.562646435801504,-0.11660066968482044,0.8562345699847691,0.0,0.0,0.0,1.0
2,sample_002.pcd,sample_002_pose.json,24404,base_link,1780411494,900239637,base_link,1780411494,936656807,0.5776576024466792,-0.10639335183927752,0.8683128135932385,0.0,0.0,0.0,1.0
3,sample_003.pcd,sample_003_pose.json,32595,base_link,1780411495,245703645,base_link,1780411495,374642516,0.5776576024466792,-0.10639335183927752,0.8683128135932385,0.0,0.0,0.0,1.0
4,sample_004.pcd,sample_004_pose.json,32835,base_link,1780411496,297881285,base_link,1780411496,302702660,0.5507871234935574,-0.08577548489633455,0.8685988382735553,0.0,0.0,0.0,1.0
5,sample_005.pcd,sample_005_pose.json,31436,base_link,1780411497,197730059,base_link,1780411497,217105540,0.54663204988928,-0.09504653300472354,0.8637423592545281,0.0,0.0,0.0,1.0
6,sample_006.pcd,sample_006_pose.json,52075,base_link,1780411497,748599468,base_link,1780411498,78131517,0.54663204988928,-0.09504653300472354,0.8637423592545281,0.0,0.0,0.0,1.0
7,sample_007.pcd,sample_007_pose.json,35116,base_link,1780411498,182507343,base_link,1780411498,773566626,0.531353267349824,-0.09796538583920378,0.8553063951972704,0.0,0.0,0.0,1.0
8,sample_008.pcd,sample_008_pose.json,37040,base_link,1780411499,247752382,base_link,1780411499,391410524,0.5307369389010116,-0.09837941815845833,0.8529477576689998,0.0,0.0,0.0,1.0
9,sample_009.pcd,sample_009_pose.json,37880,base_link,1780411500,240590397,base_link,1780411500,240214001,0.5338070205844047,-0.09927974868292405,0.8602761334332687,0.0,0.0,0.0,1.0
10,sample_010.pcd,sample_010_pose.json,37798,base_link,1780411502,245963238,base_link,1780411502,664771207,0.5338070205844047,-0.09927974868292405,0.8602761334332687,0.0,0.0,0.0,1.0
11,sample_011.pcd,sample_011_pose.json,50132,base_link,1780411503,245444924,base_link,1780411503,524367082,0.5458623911212954,-0.09566221187264133,0.866378867025148,0.0,0.0,0.0,1.0
12,sample_012.pcd,sample_012_pose.json,46782,base_link,1780411504,249430694,base_link,1780411504,652427418,0.5476993665588923,-0.09486962501496868,0.8644559800625204,0.0,0.0,0.0,1.0
13,sample_013.pcd,sample_013_pose.json,36816,base_link,1780411505,248471223,base_link,1780411505,538255789,0.5497145546223219,-0.07019316520267903,0.8656576944281404,0.0,0.0,0.0,1.0
14,sample_014.pcd,sample_014_pose.json,29864,base_link,1780411506,751402333,base_link,1780411507,259623749,0.535913958108497,-0.08032086407918217,0.8523940134161361,0.0,0.0,0.0,1.0
15,sample_015.pcd,sample_015_pose.json,29312,base_link,1780411507,747651357,base_link,1780411508,28833348,0.5579722890451796,-0.06731291718151923,0.8629467199061199,0.0,0.0,0.0,1.0
16,sample_016.pcd,sample_016_pose.json,32521,base_link,1780411508,748435951,base_link,1780411508,843603275,0.5536621686227883,-0.08755293277010406,0.8655910644377435,0.0,0.0,0.0,1.0
17,sample_017.pcd,sample_017_pose.json,44051,base_link,1780411508,888811744,base_link,1780411509,697031886,0.5520627431804839,-0.09724095922245872,0.8644082787595113,0.0,0.0,0.0,1.0
18,sample_018.pcd,sample_018_pose.json,36484,base_link,1780411510,448594729,base_link,1780411510,471559574,0.5582117657640596,-0.053327133899795855,0.8638631405792532,0.0,0.0,0.0,1.0
19,sample_019.pcd,sample_019_pose.json,39592,base_link,1780411511,246579241,base_link,1780411511,406584157,0.5582117657640596,-0.053327133899795855,0.8638631405792532,0.0,0.0,0.0,1.0
20,sample_020.pcd,sample_020_pose.json,10920,base_link,1780411513,245580528,base_link,1780411513,758150405,0.5587268606605087,-0.041288144897616494,0.8601091590193176,0.0,0.0,0.0,1.0
21,sample_021.pcd,sample_021_pose.json,31457,base_link,1780411514,249233018,base_link,1780411514,437907513,0.5404694271304283,-0.04888214776091626,0.8363425116889784,0.0,0.0,0.0,1.0
22,sample_022.pcd,sample_022_pose.json,31420,base_link,1780411514,530461160,base_link,1780411514,847394808,0.5550190796150383,-0.08299668457262696,0.8532931920415033,0.0,0.0,0.0,1.0
23,sample_023.pcd,sample_023_pose.json,26451,base_link,1780411515,245548063,base_link,1780411515,742634283,0.5662414063964254,0.032596966379695266,0.8291356311151962,0.0,0.0,0.0,1.0
24,sample_024.pcd,sample_024_pose.json,30831,base_link,1780411516,253334545,base_link,1780411516,653548682,0.5667467994057338,0.03164293976893351,0.8290027770743275,0.0,0.0,0.0,1.0
25,sample_025.pcd,sample_025_pose.json,27183,base_link,1780411517,747607982,base_link,1780411517,808015001,0.5664518475882141,0.02926798501018936,0.8292779820471723,0.0,0.0,0.0,1.0
26,sample_026.pcd,sample_026_pose.json,32352,base_link,1780411518,746432327,base_link,1780411519,174510121,0.5876136826632592,-0.0042722505957866475,0.8279297492320987,0.0,0.0,0.0,1.0
27,sample_027.pcd,sample_027_pose.json,26099,base_link,1780411521,685675565,base_link,1780411521,687076916,0.6090524687156703,-0.02859694222847793,0.8291396551162724,0.0,0.0,0.0,1.0
28,sample_028.pcd,sample_028_pose.json,29256,base_link,1780411522,251935713,base_link,1780411522,309058571,0.6090524687156703,-0.02859694222847793,0.8291396551162724,0.0,0.0,0.0,1.0
29,sample_029.pcd,sample_029_pose.json,36247,base_link,1780411524,247125354,base_link,1780411524,346143348,0.5365611763629888,-0.08643286725138197,0.8627937109508763,0.0,0.0,0.0,1.0
